category,limitation,affected_claim,severity,paper_wording,artifact_support
stronger_attackers,Synthetic fallback results are not real Qwen/TinyLlama results.,full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/stronger_attackers.json
stronger_attackers,Inter-block masking is experimental unless explicitly marked implemented.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/stronger_attackers.json
stronger_attackers,Dense sandwiching and fresh permutation reduce tested recovery but do not imply semantic security.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/stronger_attackers.json
lora_training_experiments,"Stage 7.0 is a prototype LoRA private training path, not full Qwen/TinyLlama LoRA fine-tuning.",full_model_lora_finetune,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,Backward / optimizer update remains trusted in Stage 7.0 — only the forward is masked and offloaded.,optimizer_trusted_outsourced,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,Optimizer state (SGD momentum / AdamW moments) is trusted-only and never exported to JSON/CSV/Markdown.,optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,PEFT / DeepSpeed / vLLM / FlashAttention are NOT integrated.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,"Real TEE isolation is NOT evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,LoRA adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,Distributed training is NOT implemented.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,"Reported metrics are summary statistics + fingerprints. Private data, raw adapter tensors, masks, and pads are never emitted in outputs.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_training_experiments,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_experiments.json
lora_security_proxy,"These are proxy attacks, not formal security proofs.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,LoRA rank ``r`` remains visible from the shape of A_tilde / B_tilde unless explicit rank padding is implemented (NOT in Stage 7.0).,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,Optimizer state (SGD momentum / AdamW moments) remains trusted-only in Stage 7.0 and is never exported.,optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,"No real TEE isolation is evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,"No full private fine-tuning workload is evaluated; this is a single-linear, tiny-dimension proxy.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,"Adversary model is a passive GPU observer of (X_tilde, W_tilde, A_tilde, B_tilde, Y_tilde) transcripts plus the dimensions; active boundary-attack and adaptive-attack proxies are deferred to later stages.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,Hardware side-channel attacks (cache / power / EM) are NOT evaluated.,hardware_sidechannel_security,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_security_proxy,Adapter is NEVER merged into the public base weight W (constraint 7).,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_security_proxy.json
lora_backward_experiments,"Stage 7.1 implements masked-gradient prototype, not full private fine-tuning.",other,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,Loss computation remains trusted (G = dL/dY is computed on the trusted side).,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,"Optimizer update remains trusted (SGD momentum / AdamW m, v never cross the boundary).",optimizer_trusted_outsourced,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,PEFT / DeepSpeed / vLLM / FlashAttention are NOT integrated.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,"This is not real TEE training; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,Rank padding is NOT implemented; LoRA rank r is still visible from A_tilde / B_tilde / grad_A_tilde / grad_B_tilde shapes (deferred to Stage 7.2).,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,LoRA adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,Distributed training is NOT implemented.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,"Reports publish summary metrics + fingerprints only. Private data, raw adapter tensors, raw gradients, optimizer state, and masks are never emitted in outputs.",optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_backward_experiments,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_backward_experiments.json
lora_gradient_security_proxy,"These are gradient-side proxy attacks, not formal security proofs.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,Gradient tensors may leak rank (`grad_A_tilde` is (d_in × r); `grad_B_tilde` is (r × d_out)). Rank padding is NOT implemented in Stage 7.1 (deferred to Stage 7.2).,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,"Optimizer state remains trusted-only in Stage 7.1; SGD momentum / AdamW (m, v) are never exposed to the GPU.",optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,Loss / upstream gradient computation remains trusted-only; only G_tilde crosses the boundary.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,"No real TEE isolation is evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,"No full model LoRA fine-tuning is evaluated; this is a single-linear, tiny-dimension gradient proxy.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,"Adversary model is a passive GPU observer of (X_tilde, W_tilde, A_tilde, B_tilde, Y_tilde, G_tilde, grad_A_tilde, grad_B_tilde) transcripts plus the dimensions; active / adaptive attackers and hardware side-channels are NOT evaluated.",hardware_sidechannel_security,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_gradient_security_proxy,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_gradient_security_proxy.json
lora_rank_padding_experiments,Stage 7.2 hides true rank from tensor shape by exposing padded rank.,padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,Padded rank r_pad remains visible to the GPU.,padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,"Dummy rank indistinguishability is evaluated by proxy (Stage 7.2 security proxy), not formally proven.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,"Optimizer state remains trusted-only and is sized to true_rank, never padded_rank.",padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,"Backward / loss computation remains trusted (Stage 7.1 contract): only G_tilde, A_pad_tilde, B_pad_tilde, grad_A_pad_tilde, grad_B_pad_tilde cross the boundary.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,No real TEE training.,real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,No full Qwen / TinyLlama / LLaMA LoRA fine-tuning.,full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_padding_experiments,"Reports publish summary metrics + fingerprints. Private data, raw adapters (real or padded), raw gradients, optimizer state, and dense masks are never emitted in outputs.",optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_padding_experiments.json
lora_rank_security_proxy,"These are rank-leakage proxy attacks, not formal security proofs.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,True rank is hidden only from shape-level leakage when rank padding is enabled. Padded rank r_pad remains visible.,padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,Spectral / statistical rank inference may still be possible depending on dummy strategy. zero_dummy explicitly leaks true rank via SVD of B_pad.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,"paired_cancellation_dummy reduces obvious zero-norm leakage but the spectral upper bound `true_rank + ⌊(r_pad - r) / 2⌋` still narrows the attacker's range; this is reported as needs_more_evaluation, not low.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,"No real TEE isolation is evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,Optimizer state remains trusted-only and is sized to true_rank.,optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,Hardware side-channels (cache / power / EM) are NOT evaluated.,hardware_sidechannel_security,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,"No full model LoRA fine-tuning is evaluated; this is a single-linear, tiny-dimension proxy.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
lora_rank_security_proxy,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_rank_security_proxy.json
multilayer_lora_training_experiments,"This is a synthetic multi-layer LoRA training prototype over a tiny tile, not a full Qwen / TinyLlama / LLaMA fine-tuning.",full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,Loss + optimizer remain trusted-side (Stage 7.1 contract).,optimizer_trusted_outsourced,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,"Optimizer state is sized to true_rank, never padded_rank, for every LoRA module.",padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,Padded rank r_pad remains visible from tensor shape; only true_rank is hidden from shape-level leakage.,padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,"No real TEE training; security_profile remains 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,No distributed training.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,"Attention is a simple scaled-dot-product proxy, not a correctness benchmark for full GQA / RoPE / KV-cache.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_training_experiments,"Reports publish summary metrics + fingerprints; private data, raw adapters, raw gradients, optimizer state, and dense masks are never emitted.",optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_training_experiments.json
multilayer_lora_security_proxy,"These are cross-layer leakage proxy attacks, not formal security proofs.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,True rank is hidden from shape-level leakage only when padded_rank is shared across modules.,padded_rank_hidden,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,padded_rank itself remains visible from tensor shape.,padded_rank_hidden,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,"Spectral / gradient rank inference may still narrow the attacker's range, especially under zero_dummy.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,Cross-layer linkability under fixed_masks_shared_u is reported high by construction; the no-mitigation baseline IS leaky.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,"No real TEE isolation is evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,Optimizer state remains trusted-only and is sized to true_rank for every module.,optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,Hardware side-channels (cache / power / EM) are NOT evaluated.,hardware_sidechannel_security,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,"No full Qwen / TinyLlama / LLaMA fine-tuning is evaluated; this is a multi-linear, tiny-dimension proxy.",full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
multilayer_lora_security_proxy,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/multilayer_lora_security_proxy.json
lora_training_timing_proxy,"Timing results are proxy estimates from an FLOP-and-boundary cost model, not real TEE wall-time.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
