path,ext,size_bytes,mtime,referenced,action,action_reason
outputs/cross_architecture_summary.json,.json,61959,1780997430,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/cross_architecture_summary.md,.md,30008,1780997430,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/cross_attention_experiments.csv,.csv,17137,1780041392,True,keep_referenced,basename 'cross_attention_experiments.csv' appears in repo text
outputs/cross_attention_experiments.json,.json,132022,1780041392,True,keep_referenced,basename 'cross_attention_experiments.json' appears in repo text
outputs/cross_attention_experiments.md,.md,8656,1780041392,True,keep_referenced,basename 'cross_attention_experiments.md' appears in repo text
outputs/decoder_component_coverage_audit.json,.json,12374,1780938670,True,keep_referenced,basename 'decoder_component_coverage_audit.json' appears in repo text
outputs/decoder_component_coverage_audit.md,.md,6046,1780938670,True,keep_referenced,basename 'decoder_component_coverage_audit.md' appears in repo text
outputs/direct_prior_work_comparison.csv,.csv,7551,1780454682,True,keep_referenced,basename 'direct_prior_work_comparison.csv' appears in repo text
outputs/direct_prior_work_comparison.json,.json,16658,1780454682,True,keep_referenced,basename 'direct_prior_work_comparison.json' appears in repo text
outputs/direct_prior_work_comparison.md,.md,9547,1780454682,True,keep_referenced,basename 'direct_prior_work_comparison.md' appears in repo text
outputs/encoder_attention_experiments.csv,.csv,7332,1780042049,True,keep_referenced,basename 'encoder_attention_experiments.csv' appears in repo text
outputs/encoder_attention_experiments.json,.json,54586,1780042049,True,keep_referenced,basename 'encoder_attention_experiments.json' appears in repo text
outputs/encoder_attention_experiments.md,.md,5171,1780042049,True,keep_referenced,basename 'encoder_attention_experiments.md' appears in repo text
outputs/experiment_summary.csv,.csv,2636,1780019565,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/experiment_summary.json,.json,16985,1780019565,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/experiment_summary.md,.md,5883,1780019565,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/generation_correctness.json,.json,771,1779949688,True,keep_referenced,basename 'generation_correctness.json' appears in repo text
outputs/generation_processor_coverage.json,.json,5656,1780938526,True,keep_referenced,basename 'generation_processor_coverage.json' appears in repo text
outputs/generation_processor_coverage.md,.md,2695,1780938526,True,keep_referenced,basename 'generation_processor_coverage.md' appears in repo text
outputs/gpt2_block_correctness.json,.json,1436,1779951959,True,keep_referenced,path 'outputs/gpt2_block_correctness.json' appears in repo text
outputs/gpt2_block_correctness_no_pad.json,.json,1438,1779951959,True,keep_referenced,path 'outputs/gpt2_block_correctness_no_pad.json' appears in repo text
outputs/gpt2_cache_correctness.json,.json,2682,1779956360,True,keep_referenced,path 'outputs/gpt2_cache_correctness.json' appears in repo text
outputs/gpt2_compatible_island_smoke.json,.json,2587,1780141761,True,keep_referenced,basename 'gpt2_compatible_island_smoke.json' appears in repo text
outputs/gpt2_compatible_island_smoke.md,.md,1538,1780141761,True,keep_referenced,basename 'gpt2_compatible_island_smoke.md' appears in repo text
outputs/gpt2_conv1d_mapping.json,.json,7849,1779950535,True,keep_referenced,path 'outputs/gpt2_conv1d_mapping.json' appears in repo text
outputs/gpt2_generation_correctness.json,.json,3554,1780018550,True,keep_referenced,path 'outputs/gpt2_generation_correctness.json' appears in repo text
outputs/gpt2_model_compatible_island_smoke.json,.json,11331,1780202310,True,keep_referenced,basename 'gpt2_model_compatible_island_smoke.json' appears in repo text
outputs/gpt2_model_compatible_island_smoke.md,.md,2565,1780202310,True,keep_referenced,basename 'gpt2_model_compatible_island_smoke.md' appears in repo text
outputs/gpt2_model_correctness.json,.json,1352,1779954345,True,keep_referenced,path 'outputs/gpt2_model_correctness.json' appears in repo text
outputs/hf_gpt2_smoke.json,.json,781,1779950062,True,keep_referenced,path 'outputs/hf_gpt2_smoke.json' appears in repo text
outputs/hf_model_inspection.json,.json,5149,1779950106,True,keep_referenced,path 'outputs/hf_model_inspection.json' appears in repo text
outputs/integrity_spotcheck.json,.json,15228,1780925892,True,keep_referenced,basename 'integrity_spotcheck.json' appears in repo text
outputs/integrity_spotcheck.md,.md,3682,1780925892,True,keep_referenced,basename 'integrity_spotcheck.md' appears in repo text
outputs/kv_cache_correctness.json,.json,1412,1779949688,True,keep_referenced,path 'outputs/kv_cache_correctness.json' appears in repo text
outputs/lm_head_scalability.json,.json,13059,1780925330,True,keep_referenced,basename 'lm_head_scalability.json' appears in repo text
outputs/lm_head_scalability.md,.md,3812,1780925330,True,keep_referenced,basename 'lm_head_scalability.md' appears in repo text
outputs/lookup_nonlinear_cost_proxy.csv,.csv,1401,1780999090,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/lookup_nonlinear_cost_proxy.json,.json,8047,1780999090,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/lookup_nonlinear_cost_proxy.md,.md,5903,1780999090,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/lora_backward_experiments.csv,.csv,6689,1780338157,True,keep_referenced,basename 'lora_backward_experiments.csv' appears in repo text
outputs/lora_backward_experiments.json,.json,11538,1780338157,True,keep_referenced,basename 'lora_backward_experiments.json' appears in repo text
outputs/lora_backward_experiments.md,.md,4486,1780338157,True,keep_referenced,basename 'lora_backward_experiments.md' appears in repo text
outputs/lora_correctness.json,.json,601,1779949664,True,keep_referenced,path 'outputs/lora_correctness.json' appears in repo text
outputs/lora_correctness_no_pad_float32.json,.json,603,1779948009,True,keep_referenced,path 'outputs/lora_correctness_no_pad_float32.json' appears in repo text
outputs/lora_gradient_security_proxy.csv,.csv,38740,1780338158,True,keep_referenced,basename 'lora_gradient_security_proxy.csv' appears in repo text
outputs/lora_gradient_security_proxy.json,.json,25084,1780338158,True,keep_referenced,basename 'lora_gradient_security_proxy.json' appears in repo text
outputs/lora_gradient_security_proxy.md,.md,6346,1780338158,True,keep_referenced,basename 'lora_gradient_security_proxy.md' appears in repo text
outputs/lora_protocol_integration.json,.json,7423,1780925498,True,keep_referenced,basename 'lora_protocol_integration.json' appears in repo text
outputs/lora_protocol_integration.md,.md,3142,1780925498,True,keep_referenced,basename 'lora_protocol_integration.md' appears in repo text
outputs/lora_rank_padding_experiments.csv,.csv,5277,1780366171,True,keep_referenced,basename 'lora_rank_padding_experiments.csv' appears in repo text
outputs/lora_rank_padding_experiments.json,.json,6860,1780366171,True,keep_referenced,basename 'lora_rank_padding_experiments.json' appears in repo text
outputs/lora_rank_padding_experiments.md,.md,4909,1780366171,True,keep_referenced,basename 'lora_rank_padding_experiments.md' appears in repo text
outputs/lora_rank_security_proxy.csv,.csv,10102,1780366172,True,keep_referenced,basename 'lora_rank_security_proxy.csv' appears in repo text
outputs/lora_rank_security_proxy.json,.json,9904,1780366172,True,keep_referenced,basename 'lora_rank_security_proxy.json' appears in repo text
outputs/lora_rank_security_proxy.md,.md,5773,1780366172,True,keep_referenced,basename 'lora_rank_security_proxy.md' appears in repo text
outputs/lora_security_proxy.csv,.csv,33423,1780326025,True,keep_referenced,basename 'lora_security_proxy.csv' appears in repo text
outputs/lora_security_proxy.json,.json,23587,1780326025,True,keep_referenced,basename 'lora_security_proxy.json' appears in repo text
outputs/lora_security_proxy.md,.md,5945,1780326025,True,keep_referenced,basename 'lora_security_proxy.md' appears in repo text
outputs/lora_stronger_dummy_experiments.csv,.csv,41135,1780383573,True,keep_referenced,basename 'lora_stronger_dummy_experiments.csv' appears in repo text
outputs/lora_stronger_dummy_experiments.json,.json,37062,1780383573,True,keep_referenced,basename 'lora_stronger_dummy_experiments.json' appears in repo text
outputs/lora_stronger_dummy_experiments.md,.md,6275,1780383573,True,keep_referenced,basename 'lora_stronger_dummy_experiments.md' appears in repo text
outputs/lora_stronger_dummy_security_proxy.csv,.csv,38460,1780383580,True,keep_referenced,basename 'lora_stronger_dummy_security_proxy.csv' appears in repo text
outputs/lora_stronger_dummy_security_proxy.json,.json,26893,1780383580,True,keep_referenced,basename 'lora_stronger_dummy_security_proxy.json' appears in repo text
outputs/lora_stronger_dummy_security_proxy.md,.md,8045,1780383580,True,keep_referenced,basename 'lora_stronger_dummy_security_proxy.md' appears in repo text
outputs/lora_training_experiments.csv,.csv,4302,1780326024,True,keep_referenced,basename 'lora_training_experiments.csv' appears in repo text
outputs/lora_training_experiments.json,.json,9430,1780326024,True,keep_referenced,basename 'lora_training_experiments.json' appears in repo text
outputs/lora_training_experiments.md,.md,4132,1780326024,True,keep_referenced,basename 'lora_training_experiments.md' appears in repo text
outputs/lora_training_inference_lifecycle.csv,.csv,5577,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/lora_training_inference_lifecycle.json,.json,21442,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/lora_training_inference_lifecycle.md,.md,13485,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/lora_training_timing_proxy.csv,.csv,9765,1780381468,True,keep_referenced,basename 'lora_training_timing_proxy.csv' appears in repo text
outputs/lora_training_timing_proxy.json,.json,8404,1780381468,True,keep_referenced,basename 'lora_training_timing_proxy.json' appears in repo text
outputs/lora_training_timing_proxy.md,.md,4132,1780381468,True,keep_referenced,basename 'lora_training_timing_proxy.md' appears in repo text
outputs/masked_gradient_lora_security_proxy.csv,.csv,605,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/masked_gradient_lora_security_proxy.json,.json,14627,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/masked_gradient_lora_security_proxy.md,.md,1754,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/masked_gradient_lora_training.csv,.csv,892,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/masked_gradient_lora_training.json,.json,12582,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/masked_gradient_lora_training.md,.md,8030,1780999091,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/modern_decoder_block_wrapper_smoke.json,.json,17728,1780235496,True,keep_referenced,basename 'modern_decoder_block_wrapper_smoke.json' appears in repo text
outputs/modern_decoder_block_wrapper_smoke.md,.md,4698,1780235496,True,keep_referenced,basename 'modern_decoder_block_wrapper_smoke.md' appears in repo text
outputs/modern_decoder_generation_correctness.json,.json,12700,1780902975,True,keep_referenced,basename 'modern_decoder_generation_correctness.json' appears in repo text
outputs/modern_decoder_generation_correctness.md,.md,4213,1780902975,True,keep_referenced,basename 'modern_decoder_generation_correctness.md' appears in repo text
outputs/modern_decoder_low_interaction_correctness.json,.json,12128,1780906162,True,keep_referenced,basename 'modern_decoder_low_interaction_correctness.json' appears in repo text
outputs/modern_decoder_low_interaction_correctness.md,.md,6900,1780906162,True,keep_referenced,basename 'modern_decoder_low_interaction_correctness.md' appears in repo text
outputs/modern_decoder_model_wrapper_smoke.json,.json,39584,1780282833,True,keep_referenced,basename 'modern_decoder_model_wrapper_smoke.json' appears in repo text
outputs/modern_decoder_model_wrapper_smoke.md,.md,5485,1780282833,True,keep_referenced,basename 'modern_decoder_model_wrapper_smoke.md' appears in repo text
outputs/modern_decoder_probe.csv,.csv,5579,1780236231,True,keep_referenced,basename 'modern_decoder_probe.csv' appears in repo text
outputs/modern_decoder_probe.json,.json,13228,1780236231,True,keep_referenced,basename 'modern_decoder_probe.json' appears in repo text
outputs/modern_decoder_probe.md,.md,4414,1780236231,True,keep_referenced,basename 'modern_decoder_probe.md' appears in repo text
outputs/modern_decoder_rope_safe_low_interaction.json,.json,11622,1780908432,True,keep_referenced,basename 'modern_decoder_rope_safe_low_interaction.json' appears in repo text
outputs/modern_decoder_rope_safe_low_interaction.md,.md,6015,1780908432,True,keep_referenced,basename 'modern_decoder_rope_safe_low_interaction.md' appears in repo text
outputs/multi_session_batching.json,.json,5751,1780925755,True,keep_referenced,basename 'multi_session_batching.json' appears in repo text
outputs/multi_session_batching.md,.md,2328,1780925755,True,keep_referenced,basename 'multi_session_batching.md' appears in repo text
outputs/multilayer_lora_security_proxy.csv,.csv,15433,1780381462,True,keep_referenced,basename 'multilayer_lora_security_proxy.csv' appears in repo text
outputs/multilayer_lora_security_proxy.json,.json,12542,1780381462,True,keep_referenced,basename 'multilayer_lora_security_proxy.json' appears in repo text
outputs/multilayer_lora_security_proxy.md,.md,6313,1780381462,True,keep_referenced,basename 'multilayer_lora_security_proxy.md' appears in repo text
outputs/multilayer_lora_training_experiments.csv,.csv,23242,1780381456,True,keep_referenced,basename 'multilayer_lora_training_experiments.csv' appears in repo text
outputs/multilayer_lora_training_experiments.json,.json,19518,1780381456,True,keep_referenced,basename 'multilayer_lora_training_experiments.json' appears in repo text
outputs/multilayer_lora_training_experiments.md,.md,5148,1780381456,True,keep_referenced,basename 'multilayer_lora_training_experiments.md' appears in repo text
outputs/nonlinear_island_experiments.csv,.csv,4988,1780128075,True,keep_referenced,basename 'nonlinear_island_experiments.csv' appears in repo text
outputs/nonlinear_island_experiments.json,.json,24024,1780128075,True,keep_referenced,basename 'nonlinear_island_experiments.json' appears in repo text
outputs/nonlinear_island_experiments.md,.md,5799,1780128075,True,keep_referenced,basename 'nonlinear_island_experiments.md' appears in repo text
outputs/nonlinear_island_security.csv,.csv,12546,1780129848,True,keep_referenced,basename 'nonlinear_island_security.csv' appears in repo text
outputs/nonlinear_island_security.json,.json,14024,1780129848,True,keep_referenced,basename 'nonlinear_island_security.json' appears in repo text
outputs/nonlinear_island_security.md,.md,7923,1780129848,True,keep_referenced,basename 'nonlinear_island_security.md' appears in repo text
outputs/norm_experiments.csv,.csv,5249,1780123567,True,keep_referenced,basename 'norm_experiments.csv' appears in repo text
outputs/norm_experiments.json,.json,40110,1780123567,True,keep_referenced,basename 'norm_experiments.json' appears in repo text
outputs/norm_experiments.md,.md,5801,1780123567,True,keep_referenced,basename 'norm_experiments.md' appears in repo text
outputs/norm_granularity_low_interaction.json,.json,14891,1780921665,True,keep_referenced,basename 'norm_granularity_low_interaction.json' appears in repo text
outputs/norm_granularity_low_interaction.md,.md,4717,1780921665,True,keep_referenced,basename 'norm_granularity_low_interaction.md' appears in repo text
outputs/ours_runtime_api_validation.csv,.csv,1946,1780454683,True,keep_referenced,basename 'ours_runtime_api_validation.csv' appears in repo text
outputs/ours_runtime_api_validation.json,.json,6075,1780454683,True,keep_referenced,basename 'ours_runtime_api_validation.json' appears in repo text
outputs/ours_runtime_api_validation.md,.md,3002,1780454683,True,keep_referenced,basename 'ours_runtime_api_validation.md' appears in repo text
outputs/paged_kv_abstraction.json,.json,3446,1780925653,True,keep_referenced,basename 'paged_kv_abstraction.json' appears in repo text
outputs/paged_kv_abstraction.md,.md,2340,1780925653,True,keep_referenced,basename 'paged_kv_abstraction.md' appears in repo text
outputs/paper_ablation_study.csv,.csv,2181,1780451854,True,keep_referenced,basename 'paper_ablation_study.csv' appears in repo text
outputs/paper_ablation_study.json,.json,6881,1780451854,True,keep_referenced,basename 'paper_ablation_study.json' appears in repo text
outputs/paper_ablation_study.md,.md,4541,1780451854,True,keep_referenced,basename 'paper_ablation_study.md' appears in repo text
outputs/paper_baseline_comparison.csv,.csv,2241,1780451854,True,keep_referenced,basename 'paper_baseline_comparison.csv' appears in repo text
outputs/paper_baseline_comparison.json,.json,6369,1780451854,True,keep_referenced,basename 'paper_baseline_comparison.json' appears in repo text
outputs/paper_baseline_comparison.md,.md,3461,1780451854,True,keep_referenced,basename 'paper_baseline_comparison.md' appears in repo text
outputs/paper_claims_audit_v2.json,.json,19972,1780938864,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/paper_claims_audit_v2.md,.md,14346,1780938864,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/paper_cost_model.json,.json,15930,1780926046,True,keep_referenced,basename 'paper_cost_model.json' appears in repo text
outputs/paper_cost_model.md,.md,7097,1780926046,True,keep_referenced,basename 'paper_cost_model.md' appears in repo text
outputs/paper_experiment_suite.json,.json,28242,1780938877,True,keep_referenced,basename 'paper_experiment_suite.json' appears in repo text
outputs/paper_experiment_suite.md,.md,10953,1780938877,True,keep_referenced,basename 'paper_experiment_suite.md' appears in repo text
outputs/paper_stability_study.csv,.csv,858,1780451855,True,keep_referenced,basename 'paper_stability_study.csv' appears in repo text
outputs/paper_stability_study.json,.json,1878987,1780451855,True,keep_referenced,basename 'paper_stability_study.json' appears in repo text
outputs/paper_stability_study.md,.md,1820,1780451855,True,keep_referenced,basename 'paper_stability_study.md' appears in repo text
outputs/paper_toy_tasks.csv,.csv,660,1780451854,True,keep_referenced,basename 'paper_toy_tasks.csv' appears in repo text
outputs/paper_toy_tasks.json,.json,17026,1780451854,True,keep_referenced,basename 'paper_toy_tasks.json' appears in repo text
outputs/paper_toy_tasks.md,.md,1824,1780451854,True,keep_referenced,basename 'paper_toy_tasks.md' appears in repo text
outputs/permutation_invariant_leakage.csv,.csv,7793,1780999093,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/permutation_invariant_leakage.json,.json,65033,1780999093,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/permutation_invariant_leakage.md,.md,21672,1780999093,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/precision_quantization_stability.json,.json,17847,1780938375,True,keep_referenced,basename 'precision_quantization_stability.json' appears in repo text
outputs/precision_quantization_stability.md,.md,6446,1780938375,True,keep_referenced,basename 'precision_quantization_stability.md' appears in repo text
outputs/real_activation_attacks.csv,.csv,53454,1780242561,True,keep_referenced,basename 'real_activation_attacks.csv' appears in repo text
outputs/real_activation_attacks.json,.json,57732,1780242561,True,keep_referenced,basename 'real_activation_attacks.json' appears in repo text
outputs/real_activation_attacks.md,.md,11230,1780242561,True,keep_referenced,basename 'real_activation_attacks.md' appears in repo text
outputs/real_token_activation_attacks.csv,.csv,118082,1780323685,True,keep_referenced,basename 'real_token_activation_attacks.csv' appears in repo text
outputs/real_token_activation_attacks.json,.json,136397,1780323685,True,keep_referenced,basename 'real_token_activation_attacks.json' appears in repo text
outputs/real_token_activation_attacks.md,.md,20647,1780323685,True,keep_referenced,basename 'real_token_activation_attacks.md' appears in repo text
outputs/repository_cleanup_allowlist.json,.json,321,1780998847,True,keep_referenced,basename 'repository_cleanup_allowlist.json' appears in repo text
outputs/repository_cleanup_apply_report.json,.json,591,1780998989,True,keep_referenced,basename 'repository_cleanup_apply_report.json' appears in repo text
outputs/repository_cleanup_audit.csv,.csv,101407,1780998593,True,keep_referenced,basename 'repository_cleanup_audit.csv' appears in repo text
outputs/repository_cleanup_audit.json,.json,344423,1780998593,True,keep_referenced,basename 'repository_cleanup_audit.json' appears in repo text
outputs/repository_cleanup_audit.md,.md,3155,1780998593,True,keep_referenced,basename 'repository_cleanup_audit.md' appears in repo text
outputs/repository_cleanup_plan.md,.md,3667,1780998936,False,keep_uncertain,output not matched to core set or references
outputs/security_proxy_experiments.csv,.csv,7033,1780050296,True,keep_referenced,basename 'security_proxy_experiments.csv' appears in repo text
outputs/security_proxy_experiments.json,.json,12946,1780050296,True,keep_referenced,basename 'security_proxy_experiments.json' appears in repo text
outputs/security_proxy_experiments.md,.md,6499,1780050296,True,keep_referenced,basename 'security_proxy_experiments.md' appears in repo text
outputs/sliding_window_attention.json,.json,5666,1780938270,True,keep_referenced,basename 'sliding_window_attention.json' appears in repo text
outputs/sliding_window_attention.md,.md,3048,1780938270,True,keep_referenced,basename 'sliding_window_attention.md' appears in repo text
outputs/stage_7_6_claims_consistency.csv,.csv,9829694,1780999092,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/stage_7_6_claims_consistency.json,.json,17938033,1780999092,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/stage_7_6_claims_consistency.md,.md,8871773,1780999092,True,keep_core_artifact,Stage 5.7/5.8/7.6 or paper core artifact
outputs/static_correctness.json,.json,585,1779949664,True,keep_referenced,path 'outputs/static_correctness.json' appears in repo text
outputs/static_correctness_no_pad_float32.json,.json,603,1779948009,True,keep_referenced,path 'outputs/static_correctness_no_pad_float32.json' appears in repo text
outputs/stronger_attackers.csv,.csv,9574,1780323687,True,keep_referenced,basename 'stronger_attackers.csv' appears in repo text
outputs/stronger_attackers.json,.json,22128,1780323687,True,keep_referenced,basename 'stronger_attackers.json' appears in repo text
outputs/stronger_attackers.md,.md,12371,1780323687,True,keep_referenced,basename 'stronger_attackers.md' appears in repo text
outputs/tiny_transformer_correctness.json,.json,854,1779949682,True,keep_referenced,path 'outputs/tiny_transformer_correctness.json' appears in repo text
outputs/workload_profile.csv,.csv,1750,1780400984,True,keep_referenced,basename 'workload_profile.csv' appears in repo text
outputs/workload_profile.json,.json,55668,1780400984,True,keep_referenced,basename 'workload_profile.json' appears in repo text
outputs/workload_profile.md,.md,28561,1780400984,True,keep_referenced,basename 'workload_profile.md' appears in repo text
paper_draft/abstract.md,.md,3316,1780403288,True,keep_referenced,basename 'abstract.md' appears in repo text
paper_draft/background.md,.md,4942,1780403365,True,keep_referenced,basename 'background.md' appears in repo text
paper_draft/baseline_fairness_review.md,.md,6814,1780468828,True,keep_referenced,basename 'baseline_fairness_review.md' appears in repo text
paper_draft/claims_mapping.md,.md,11104,1780403864,True,keep_referenced,basename 'claims_mapping.md' appears in repo text
