file,line,phrase,classification,snippet
README.md,442,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security; `security_profile` itself st...
README.md,442,semantic security,listed_as_unsafe_wording_to_avoid,"...No formal, cryptographic, or semantic security is claimed.** Raw tensors, ma..."
README.md,456,semantic security,listed_as_unsafe_wording_to_avoid,"...laim formal / cryptographic / semantic security, does NOT claim real TEE wall..."
README.md,471,semantic security,listed_as_unsafe_wording_to_avoid,"...laim formal / cryptographic / semantic security, does NOT claim real TEE wall..."
README.md,477,semantic security,listed_as_unsafe_wording_to_avoid,"...ncl. formal / cryptographic / semantic security, real TEE wall-time, hardware..."
README.md,485,formal security,listed_as_unsafe_wording_to_avoid,"...pulated; unsupported includes formal security, real TEE wall-time, `padded_..."
README.md,485,cryptographically secure,listed_as_unsafe_wording_to_avoid,"...""provable"" / ""guaranteed"" / ""cryptographically secure""); runner exits 0; no `tensor..."
README.md,513,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. Reports publish summary metr...
README.md,513,semantic security,listed_as_unsafe_wording_to_avoid,"...ims (formal / cryptographic / semantic security, real TEE wall-time, hardware..."
README.md,551,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. Loss + optimizer remain trus...
README.md,559,formal security,listed_as_unsafe_wording_to_avoid,"...; ""no real TEE training""; ""no formal security is claimed""."
README.md,604,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. Loss + optimizer remain trus...
README.md,612,formal security,listed_as_unsafe_wording_to_avoid,"..., ""No real TEE training"", ""No formal security is claimed""."
README.md,613,formal security,listed_as_unsafe_wording_to_avoid,"...nk-leakage proxy attacks, not formal security proofs"", ""True rank is hidden..."
README.md,651,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. Loss + optimizer remain trus...
README.md,658,formal security,listed_as_unsafe_wording_to_avoid,"...""not real TEE training"", ""no formal security claimed""."
README.md,659,formal security,listed_as_unsafe_wording_to_avoid,"...dient-side proxy attacks, not formal security proofs"", ""gradient tensors ma..."
README.md,688,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. **Loss computation remains t...
README.md,695,formal security,listed_as_unsafe_wording_to_avoid,"...""not real TEE training"", ""no formal security claimed""."
README.md,696,formal security,listed_as_unsafe_wording_to_avoid,"...tly state ""proxy attacks, not formal security proofs"", ""LoRA rank r remains..."
README.md,700,formal security,listed_as_unsafe_wording_to_avoid,"...al""`, limitations include ""no formal security"" / ""no real TEE"" / ""rank""."
README.md,729,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. Backward / optimizer remain...
README.md,739,formal security,listed_as_unsafe_wording_to_avoid,"..., default-on caveat disclaims formal security and TEE, comparison-with-naiv..."
README.md,751,formal security,listed_as_unsafe_wording_to_avoid,"...Stage 5.4 does **not** claim formal security. `security_profile` stays `""p..."
README.md,765,formal security,listed_as_unsafe_wording_to_avoid,...Stage 5.3c does **not** claim formal security; `compatible_islands` remains...
README.md,776,formal security,listed_as_unsafe_wording_to_avoid,...Stage 5.3b does **not** claim formal security; `compatible_islands` remains...
README.md,788,formal security,listed_as_unsafe_wording_to_avoid,...Stage 5.3a does **not** claim formal security; `compatible_islands` remains...
README.md,802,semantic security,listed_as_unsafe_wording_to_avoid,"...tive attacks, no real TEE, no semantic security claim)."
README.md,819,formal security,listed_as_unsafe_wording_to_avoid,"...amily, and does **not** claim formal security. The orthogonal-mask result i..."
README.md,825,formal security,listed_as_unsafe_wording_to_avoid,"...states that they are **not** formal security proofs, do **not** implement..."
README.md,954,semantic security,listed_as_unsafe_wording_to_avoid,...(no formal / cryptographic / semantic security; no real TEE wall-time; no ha...
paper_draft/abstract.md,9,semantic security,listed_as_unsafe_wording_to_avoid,"...no formal, cryptographic, or semantic security claim; we do not report real..."
paper_draft/claims_mapping.md,89,semantic security,listed_as_unsafe_wording_to_avoid,...U1. Formal / cryptographic / semantic security
paper_draft/claims_mapping.md,91,semantic security,listed_as_unsafe_wording_to_avoid,"...e no formal / cryptographic / semantic security claims.""*"
paper_draft/claims_mapping.md,92,semantic security,listed_as_unsafe_wording_to_avoid,"...ides formal / cryptographic / semantic security.""*"
paper_draft/claims_mapping.md,147,semantic security,listed_as_unsafe_wording_to_avoid,"...`provably`, `cryptographic`, `semantic security`, `prevents all leakage`, `gu..."
paper_draft/conclusion.md,7,semantic security,listed_as_unsafe_wording_to_avoid,...: no formal / cryptographic / semantic security; no real TEE wall-time; no fu...
paper_draft/introduction.md,54,semantic security,listed_as_unsafe_wording_to_avoid,"...graphic indistinguishability, semantic security, or differential privacy of t..."
paper_draft/latex/unsafe_wording_check.md,15,semantic security,listed_as_unsafe_wording_to_avoid,...p -nEi 'provabl|cryptographic|semantic security|prevents all|hides padded|TEE...
paper_draft/latex/unsafe_wording_check.md,24,semantic security,listed_as_unsafe_wording_to_avoid,"...graphic indistinguishability, semantic security"" | (D) |"
paper_draft/latex/unsafe_wording_check.md,32,semantic security,listed_as_unsafe_wording_to_avoid,"...7 | ""No formal/cryptographic/semantic security"" | (D) |"
paper_draft/latex/unsafe_wording_check.md,36,semantic security,listed_as_unsafe_wording_to_avoid,"...32 | ""no cryptographic/formal/semantic security claim; no real-TEE deployment..."
paper_draft/latex/unsafe_wording_check.md,37,semantic security,listed_as_unsafe_wording_to_avoid,"...""no formal, cryptographic, or semantic security; no real TEE wall-time"" | (D)..."
paper_draft/latex/unsafe_wording_check.md,38,cryptographically secure,listed_as_unsafe_wording_to_avoid,"...s list including ""provably"", ""cryptographically secure"", ""semantically secure"", ""TEE..."
paper_draft/latex/unsafe_wording_check.md,39,semantic security,listed_as_unsafe_wording_to_avoid,"...make no formal/cryptographic/semantic security claims."") | (M) |"
paper_draft/latex/unsafe_wording_check.md,46,semantic security,listed_as_unsafe_wording_to_avoid,"...rovably / cryptographically / semantic security""** — all hits are (D) disclai..."
paper_draft/limitations.md,5,semantic security,listed_as_unsafe_wording_to_avoid,...**No formal / cryptographic / semantic security.** Every security number in t...
paper_draft/limitations.md,5,semantic security,listed_as_unsafe_wording_to_avoid,"...graphic indistinguishability, semantic security, or differential privacy of t..."
paper_draft/limitations.md,35,semantic security,listed_as_unsafe_wording_to_avoid,...: no formal / cryptographic / semantic security; no real TEE wall-time; padde...
paper_draft/main.md,58,semantic security,listed_as_unsafe_wording_to_avoid,- No formal / cryptographic / semantic security claim.
paper_draft/notation.md,47,cryptographically secure,listed_as_unsafe_wording_to_avoid,"- ""provably"", ""guaranteed"", ""cryptographically secure"", ""semantically secure"", ""TEE..."
paper_draft/related_work.md,43,semantic security,listed_as_unsafe_wording_to_avoid,"...: no cryptographic / formal / semantic security claim, no real-TEE deployment..."
paper_draft/reviewer_risk_audit.md,165,formal security,listed_as_unsafe_wording_to_avoid,"...omised TEE, HW side-channels, formal security, real-TEE wall-time, full fin..."
paper_draft/reviewer_risk_audit.md,281,LoRA rank is hidden,listed_as_unsafe_wording_to_avoid,...'we do *not* claim ... padded LoRA rank is hidden'. But sec:security:rank uses...
paper_draft/reviewer_risk_audit.md,493,formal security,listed_as_unsafe_wording_to_avoid,...Q12: What claim remains if no formal security is provided?
paper_draft/security_analysis.md,76,LoRA rank is hidden,listed_as_unsafe_wording_to_avoid,...e **do not** claim the padded LoRA rank is hidden.
paper_draft/threat_model_review.md,41,formal security,listed_as_unsafe_wording_to_avoid,"...omised TEE, HW side-channels, formal security, real-TEE wall-time, full fin..."
paper_draft/unsafe_wording_review.md,6,cryptographically secure,listed_as_unsafe_wording_to_avoid,"...secure`, `provably secure`, `cryptographically secure`, `outperforms`, `real TEE wa..."
paper_draft/unsafe_wording_review.md,9,formal security,listed_as_unsafe_wording_to_avoid,- `formal security`: any unsafe occurrence?
paper_draft/unsafe_wording_review.md,108,LoRA rank is hidden,listed_as_unsafe_wording_to_avoid,...\\emph{not} claim the padded LoRA rank is hidden; we do \\emph{not} claim real...
paper_draft/unsafe_wording_review.md,109,formal security,listed_as_unsafe_wording_to_avoid,"...7 security proxy summary, not formal security guarantees; boundary-call cou..."
paper_draft/unsafe_wording_review.md,117,semantic security,listed_as_unsafe_wording_to_avoid,...9_related_work.tex:32` -- 'al/semantic security claim; no real-TEE deployment...
paper_draft/unsafe_wording_review.md,119,cryptographically secure,listed_as_unsafe_wording_to_avoid,"...provably'', ``guaranteed'', ``cryptographically secure'', ``semantically secure'', `..."
paper_draft/unsafe_wording_review.md,120,cryptographically secure,listed_as_unsafe_wording_to_avoid,"....tex:22` -- ""`guaranteed'', ``cryptographically secure'', ``semantically secure'', `..."
paper_draft/unsafe_wording_review.md,122,cryptographically secure,listed_as_unsafe_wording_to_avoid,"...provably'', ``guaranteed'', ``cryptographically secure'', ``semantically secure'', `..."
paper_draft/unsafe_wording_review.md,131,semantic security,listed_as_unsafe_wording_to_avoid,"...b_claims_mapping.tex:43` -- '{semantic security}, \\texttt{prevents all leaka..."
paper_draft/latex/sections/01_introduction.tex,56,semantic security,listed_as_unsafe_wording_to_avoid,"...graphic indistinguishability, semantic security, or differential privacy of t..."
paper_draft/latex/sections/03_system_and_threat_model.tex,56,formal security,listed_as_unsafe_wording_to_avoid,...omised TEE; HW side-channels; formal security; real TEE wall-time; full Qwe...
paper_draft/latex/sections/06_security_analysis.tex,53,LoRA rank is hidden,listed_as_unsafe_wording_to_avoid,...o \emph{not} claim the padded LoRA rank is hidden; we do \emph{not} claim real...
paper_draft/latex/sections/07_evaluation.tex,149,formal security,listed_as_unsafe_wording_to_avoid,"...7 security proxy summary, not formal security guarantees; boundary-call cou..."
paper_draft/latex/sections/08_limitations.tex,7,semantic security,listed_as_unsafe_wording_to_avoid,...extbf{No formal/cryptographic/semantic security.} Every security number in th...
paper_draft/latex/sections/08_limitations.tex,7,semantic security,listed_as_unsafe_wording_to_avoid,"...graphic indistinguishability, semantic security, or differential privacy of t..."
paper_draft/latex/sections/09_related_work.tex,32,semantic security,listed_as_unsafe_wording_to_avoid,...are: no cryptographic/formal/semantic security claim; no real-TEE deployment...
paper_draft/latex/sections/10_conclusion.tex,8,semantic security,listed_as_unsafe_wording_to_avoid,"...no formal, cryptographic, or semantic security; no real TEE wall-time; no fu..."
paper_draft/latex/sections/a_notation.tex,22,cryptographically secure,listed_as_unsafe_wording_to_avoid,"...provably'', ``guaranteed'', ``cryptographically secure'', ``semantically secure'', `..."
paper_draft/latex/sections/b_claims_mapping.tex,29,semantic security,listed_as_unsafe_wording_to_avoid,...item[U1] Formal/cryptographic/semantic security of the masked path. Safe word...
paper_draft/latex/sections/b_claims_mapping.tex,29,semantic security,listed_as_unsafe_wording_to_avoid,...make no formal/cryptographic/semantic security claims.}
paper_draft/latex/sections/b_claims_mapping.tex,43,semantic security,listed_as_unsafe_wording_to_avoid,"...exttt{cryptographic}, \texttt{semantic security}, \texttt{prevents all leakag..."
paper_draft/latex/tables/paper_claims_audit.tex,24,semantic security,listed_as_unsafe_wording_to_avoid,...ed & Formal / cryptographic / semantic security of the masked path. & We make...
paper_draft/latex/tables/paper_claims_audit.tex,24,semantic security,listed_as_unsafe_wording_to_avoid,...e no formal / cryptographic / semantic security claims. \\
paper_results/markdown/limitations_summary.md,11,formal security,listed_as_unsafe_wording_to_avoid,"...nts are security proxies, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,20,semantic security,listed_as_unsafe_wording_to_avoid,...y | This stage does not prove semantic security. | formal_security | high | T...
paper_results/markdown/limitations_summary.md,21,formal security,listed_as_unsafe_wording_to_avoid,"...e adaptive/proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,26,semantic security,listed_as_unsafe_wording_to_avoid,...d recovery but does not imply semantic security. | formal_security | high | T...
paper_results/markdown/limitations_summary.md,35,formal security,listed_as_unsafe_wording_to_avoid,...n_decoder_probe | This is not formal security. | formal_security | high | T...
paper_results/markdown/limitations_summary.md,36,formal security,listed_as_unsafe_wording_to_avoid,"...n adaptive proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,42,semantic security,listed_as_unsafe_wording_to_avoid,...d recovery but does not imply semantic security. | formal_security | high | T...
paper_results/markdown/limitations_summary.md,45,formal security,listed_as_unsafe_wording_to_avoid,"...d adaptive proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,52,semantic security,listed_as_unsafe_wording_to_avoid,...d recovery but does not imply semantic security. | formal_security | high | T...
paper_results/markdown/limitations_summary.md,56,formal security,listed_as_unsafe_wording_to_avoid,"...e stronger proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,63,semantic security,listed_as_unsafe_wording_to_avoid,...ted recovery but do not imply semantic security. | formal_security | high | T...
paper_results/markdown/limitations_summary.md,72,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,73,formal security,listed_as_unsafe_wording_to_avoid,"...These are proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,90,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,91,formal security,listed_as_unsafe_wording_to_avoid,"...dient-side proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,108,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,110,formal security,listed_as_unsafe_wording_to_avoid,"...nk-leakage proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,129,formal security,listed_as_unsafe_wording_to_avoid,"...er leakage proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,147,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,157,formal security,listed_as_unsafe_wording_to_avoid,"...nger-dummy proxy attacks, not formal security proofs. | formal_security | h..."
paper_results/markdown/limitations_summary.md,171,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,178,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,183,formal security,listed_as_unsafe_wording_to_avoid,"...7 security_proxy_summary, not formal security guarantees. | formal_security..."
paper_results/markdown/limitations_summary.md,185,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,193,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,200,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/limitations_summary.md,209,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed for any row. | for...
paper_results/markdown/limitations_summary.md,214,semantic security,listed_as_unsafe_wording_to_avoid,...| No formal / cryptographic / semantic security is claimed. | formal_security...
paper_results/markdown/measured_runtime.md,21,semantic security,listed_as_unsafe_wording_to_avoid,- No formal / cryptographic / semantic security is claimed.
paper_results/markdown/paper_claims_audit.md,145,semantic security,listed_as_unsafe_wording_to_avoid,### Formal / cryptographic / semantic security of the masked path.
paper_results/markdown/paper_claims_audit.md,149,semantic security,listed_as_unsafe_wording_to_avoid,...e no formal / cryptographic / semantic security claims.
paper_results/markdown/paper_claims_audit.md,150,semantic security,listed_as_unsafe_wording_to_avoid,...ides formal / cryptographic / semantic security.
paper_results/summary.md,3,semantic security,listed_as_unsafe_wording_to_avoid,"..., no formal / cryptographic / semantic security claims.**_"
paper_results/summary.md,46,semantic security,listed_as_unsafe_wording_to_avoid,...: no formal / cryptographic / semantic security; no real TEE wall-time; padde...
paper_results/latex/limitations_summary.tex,17,formal security,listed_as_unsafe_wording_to_avoid,"...nts are security proxies, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,26,semantic security,listed_as_unsafe_wording_to_avoid,...y & This stage does not prove semantic security. & formal\_security & high &...
paper_results/latex/limitations_summary.tex,27,formal security,listed_as_unsafe_wording_to_avoid,"...e adaptive/proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,32,semantic security,listed_as_unsafe_wording_to_avoid,...d recovery but does not imply semantic security. & formal\_security & high &...
paper_results/latex/limitations_summary.tex,41,formal security,listed_as_unsafe_wording_to_avoid,..._decoder\_probe & This is not formal security. & formal\_security & high &...
paper_results/latex/limitations_summary.tex,42,formal security,listed_as_unsafe_wording_to_avoid,"...n adaptive proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,48,semantic security,listed_as_unsafe_wording_to_avoid,...d recovery but does not imply semantic security. & formal\_security & high &...
paper_results/latex/limitations_summary.tex,51,formal security,listed_as_unsafe_wording_to_avoid,"...d adaptive proxy attacks, not formal security pro... & formal\_security & h..."
paper_results/latex/limitations_summary.tex,58,semantic security,listed_as_unsafe_wording_to_avoid,...d recovery but does not imply semantic security. & formal\_security & high &...
paper_results/latex/limitations_summary.tex,62,formal security,listed_as_unsafe_wording_to_avoid,"...e stronger proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,78,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,79,formal security,listed_as_unsafe_wording_to_avoid,"...These are proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,96,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,97,formal security,listed_as_unsafe_wording_to_avoid,"...dient-side proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,114,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,116,formal security,listed_as_unsafe_wording_to_avoid,"...nk-leakage proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,135,formal security,listed_as_unsafe_wording_to_avoid,"...er leakage proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,153,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,163,formal security,listed_as_unsafe_wording_to_avoid,"...nger-dummy proxy attacks, not formal security proofs. & formal\_security &..."
paper_results/latex/limitations_summary.tex,177,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,184,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,191,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,199,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,206,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/limitations_summary.tex,215,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed for any row. & for...
paper_results/latex/limitations_summary.tex,220,semantic security,listed_as_unsafe_wording_to_avoid,...& No formal / cryptographic / semantic security is claimed. & formal\_securit...
paper_results/latex/paper_claims_audit.tex,24,semantic security,listed_as_unsafe_wording_to_avoid,...ed & Formal / cryptographic / semantic security of the masked path. & We make...
paper_results/latex/paper_claims_audit.tex,24,semantic security,listed_as_unsafe_wording_to_avoid,...e no formal / cryptographic / semantic security claims. \\
outputs/masked_gradient_lora_training.md,9,semantic security,listed_as_unsafe_wording_to_avoid,"...No formal, cryptographic, or semantic security is claimed."
outputs/masked_gradient_lora_training.md,114,semantic security,listed_as_unsafe_wording_to_avoid,"...No formal, cryptographic, or semantic security is claimed."
outputs/masked_gradient_lora_security_proxy.md,3,semantic security,listed_as_unsafe_wording_to_avoid,"...No formal, cryptographic, or semantic security is claimed. This is a CPU-onl..."
outputs/masked_gradient_lora_security_proxy.md,23,formal security,listed_as_unsafe_wording_to_avoid,- Proxy attacks only -- NOT a formal security proof.
outputs/lora_training_inference_lifecycle.md,130,semantic security,listed_as_unsafe_wording_to_avoid,"...ide formal, cryptographic, or semantic security."
outputs/lora_training_inference_lifecycle.md,141,semantic security,listed_as_unsafe_wording_to_avoid,"...ide formal, cryptographic, or semantic security."
outputs/stage_7_6_claims_consistency.md,9,formal security,listed_as_unsafe_wording_to_avoid,- `formal security`
outputs/stage_7_6_claims_consistency.md,10,cryptographically secure,listed_as_unsafe_wording_to_avoid,- `cryptographically secure`
outputs/stage_7_6_claims_consistency.md,11,semantic security,listed_as_unsafe_wording_to_avoid,- `semantic security`
outputs/stage_7_6_claims_consistency.md,12,AdamW supported,listed_as_unsafe_wording_to_avoid,- `AdamW supported`
outputs/stage_7_6_claims_consistency.md,13,plaintext gradients hidden by proof,listed_as_unsafe_wording_to_avoid,- `plaintext gradients hidden by proof`
outputs/stage_7_6_claims_consistency.md,14,optimizer fully outsourced,listed_as_unsafe_wording_to_avoid,- `optimizer fully outsourced`
outputs/stage_7_6_claims_consistency.md,15,LoRA rank is hidden,listed_as_unsafe_wording_to_avoid,- `LoRA rank is hidden`
outputs/stage_7_6_claims_consistency.md,28,formal security,listed_as_unsafe_wording_to_avoid,| `formal security` | 0 | 863 |
outputs/stage_7_6_claims_consistency.md,29,cryptographically secure,listed_as_unsafe_wording_to_avoid,| `cryptographically secure` | 0 | 134 |
outputs/stage_7_6_claims_consistency.md,30,semantic security,listed_as_unsafe_wording_to_avoid,| `semantic security` | 0 | 1548 |
outputs/stage_7_6_claims_consistency.md,31,AdamW supported,listed_as_unsafe_wording_to_avoid,| `AdamW supported` | 0 | 18 |
outputs/stage_7_6_claims_consistency.md,32,plaintext gradients hidden by proof,listed_as_unsafe_wording_to_avoid,| `plaintext gradients hidden by proof` | 0 | 14 |
outputs/stage_7_6_claims_consistency.md,33,optimizer fully outsourced,listed_as_unsafe_wording_to_avoid,| `optimizer fully outsourced` | 0 | 14 |
outputs/stage_7_6_claims_consistency.md,34,LoRA rank is hidden,listed_as_unsafe_wording_to_avoid,| `LoRA rank is hidden` | 0 | 78 |
outputs/stage_7_6_claims_consistency.md,44,formal security,listed_as_unsafe_wording_to_avoid,"| `README.md` | 194 | `formal security` | ...m_only""`); does **not**..."
outputs/stage_7_6_claims_consistency.md,44,formal security,listed_as_unsafe_wording_to_avoid,"...m_only""`); does **not** claim formal security; security is `adaptive-proxy-..."
outputs/stage_7_6_claims_consistency.md,45,formal security,listed_as_unsafe_wording_to_avoid,"| `README.md` | 230 | `formal security` | ...rm_only""), does **not**..."
outputs/stage_7_6_claims_consistency.md,45,formal security,listed_as_unsafe_wording_to_avoid,"...rm_only""), does **not** claim formal security, and is **not** a real TEE me..."
outputs/stage_7_6_claims_consistency.md,46,semantic security,listed_as_unsafe_wording_to_avoid,"| `README.md` | 258 | `semantic security` | ..., does **not** claim fo..."
outputs/stage_7_6_claims_consistency.md,46,semantic security,listed_as_unsafe_wording_to_avoid,"..., does **not** claim formal / semantic security, does **not** change the defa..."
outputs/stage_7_6_claims_consistency.md,47,formal security,listed_as_unsafe_wording_to_avoid,| `README.md` | 268 | `formal security` | ...n adaptive proxy attack...
outputs/stage_7_6_claims_consistency.md,47,formal security,listed_as_unsafe_wording_to_avoid,"...n adaptive proxy attacks, not formal security proofs"", ""Dense sandwiching r..."
outputs/stage_7_6_claims_consistency.md,48,semantic security,listed_as_unsafe_wording_to_avoid,| `README.md` | 268 | `semantic security` | ...d recovery but does not...
outputs/stage_7_6_claims_consistency.md,48,semantic security,listed_as_unsafe_wording_to_avoid,"...d recovery but does not imply semantic security"", ""No real TEE isolation is e..."
outputs/stage_7_6_claims_consistency.md,49,semantic security,listed_as_unsafe_wording_to_avoid,| `README.md` | 284 | `semantic security` | ...5 does **not** claim fo...
outputs/stage_7_6_claims_consistency.md,49,semantic security,listed_as_unsafe_wording_to_avoid,"...5 does **not** claim formal / semantic security, does **not** flip `implement..."
outputs/stage_7_6_claims_consistency.md,50,formal security,listed_as_unsafe_wording_to_avoid,| `README.md` | 294 | `formal security` | ...d adaptive proxy attack...
outputs/stage_7_6_claims_consistency.md,50,formal security,listed_as_unsafe_wording_to_avoid,"...d adaptive proxy attacks, not formal security proofs"", ""synthetic token fal..."
outputs/stage_7_6_claims_consistency.md,51,formal security,listed_as_unsafe_wording_to_avoid,"| `README.md` | 294 | `formal security` | ...mply semantic security""..."
outputs/stage_7_6_claims_consistency.md,51,formal security,listed_as_unsafe_wording_to_avoid,"...mply semantic security"", ""not formal security"", ""not a real TEE measurement..."
outputs/stage_7_6_claims_consistency.md,51,semantic security,listed_as_unsafe_wording_to_avoid,"...| `formal security` | ...mply semantic security"", ""not formal security"", ""not..."
outputs/stage_7_6_claims_consistency.md,52,formal security,listed_as_unsafe_wording_to_avoid,"...mply semantic security"", ""not formal security"", ""not... |"
outputs/stage_7_6_claims_consistency.md,52,semantic security,listed_as_unsafe_wording_to_avoid,| `README.md` | 294 | `semantic security` | ...d recovery but does not...
outputs/stage_7_6_claims_consistency.md,52,semantic security,listed_as_unsafe_wording_to_avoid,"...d recovery but does not imply semantic security"", ""not formal security"", ""not..."
