section,strategy,metric,value
gradient_leakage,unmasked_gradient_baseline,adapter_A / adapter_B.leakage_risk,high
gradient_leakage,unmasked_gradient_baseline,adapter_A / adapter_B.mitigation,Adapter masked by A_tilde / B_tilde; fresh U per call.
gradient_leakage,unmasked_gradient_baseline,adapter_A / adapter_B.stage_7_1_status,covered
gradient_leakage,unmasked_gradient_baseline,grad_A / grad_B (plain).visibility,trusted
gradient_leakage,unmasked_gradient_baseline,grad_A / grad_B (plain).contains_plaintext,True
gradient_leakage,unmasked_gradient_baseline,grad_A / grad_B (plain).leakage_risk,low
gradient_leakage,unmasked_gradient_baseline,grad_A / grad_B (plain).mitigation,Recovered only on trusted side after multiplying by N_in^{-T} / U^{-T} / N_out^T.
gradient_leakage,unmasked_gradient_baseline,grad_A / grad_B (plain).stage_7_1_status,trusted
gradient_leakage,unmasked_gradient_baseline,G (plain upstream gradient).visibility,trusted
gradient_leakage,unmasked_gradient_baseline,G (plain upstream gradient).contains_plaintext,True
gradient_leakage,unmasked_gradient_baseline,G (plain upstream gradient).leakage_risk,low
gradient_leakage,unmasked_gradient_baseline,G (plain upstream gradient).mitigation,Computed from trusted Y_recovered and Y_target.
gradient_leakage,unmasked_gradient_baseline,G (plain upstream gradient).stage_7_1_status,trusted_loss
gradient_leakage,unmasked_gradient_baseline,G_tilde (masked upstream gradient).visibility,gpu
gradient_leakage,unmasked_gradient_baseline,G_tilde (masked upstream gradient).contains_plaintext,False
gradient_leakage,unmasked_gradient_baseline,G_tilde (masked upstream gradient).leakage_risk,high
gradient_leakage,unmasked_gradient_baseline,G_tilde (masked upstream gradient).mitigation,G_tilde = G N_out^{-T}; fresh N_out per call.
gradient_leakage,unmasked_gradient_baseline,G_tilde (masked upstream gradient).stage_7_1_status,covered
gradient_leakage,unmasked_gradient_baseline,grad_A_tilde / grad_B_tilde.visibility,gpu
gradient_leakage,unmasked_gradient_baseline,grad_A_tilde / grad_B_tilde.contains_plaintext,False
gradient_leakage,unmasked_gradient_baseline,grad_A_tilde / grad_B_tilde.leakage_risk,high
gradient_leakage,unmasked_gradient_baseline,grad_A_tilde / grad_B_tilde.mitigation,Masked by U / N_in / N_out; fresh U per call.
gradient_leakage,unmasked_gradient_baseline,grad_A_tilde / grad_B_tilde.stage_7_1_status,covered
gradient_leakage,unmasked_gradient_baseline,X_tilde A_tilde (intermediate).visibility,gpu
gradient_leakage,unmasked_gradient_baseline,X_tilde A_tilde (intermediate).contains_plaintext,False
gradient_leakage,unmasked_gradient_baseline,X_tilde A_tilde (intermediate).leakage_risk,medium
gradient_leakage,unmasked_gradient_baseline,X_tilde A_tilde (intermediate).mitigation,Lives in the rank space of U; recovered grad_A / grad_B never surfaced on GPU.
gradient_leakage,unmasked_gradient_baseline,X_tilde A_tilde (intermediate).stage_7_1_status,covered
gradient_leakage,unmasked_gradient_baseline,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,unmasked_gradient_baseline,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,unmasked_gradient_baseline,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,unmasked_gradient_baseline,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,unmasked_gradient_baseline,"optimizer_state (SGD momentum / AdamW m, v).stage_7_1_status",trusted_optimizer
gradient_leakage,unmasked_gradient_baseline,masks N_in / N_out / U / pad T_in.visibility,trusted
gradient_leakage,unmasked_gradient_baseline,masks N_in / N_out / U / pad T_in.contains_plaintext,True
gradient_leakage,unmasked_gradient_baseline,masks N_in / N_out / U / pad T_in.leakage_risk,low
gradient_leakage,unmasked_gradient_baseline,masks N_in / N_out / U / pad T_in.mitigation,Sampled inside trusted side; never exported.
gradient_leakage,unmasked_gradient_baseline,masks N_in / N_out / U / pad T_in.stage_7_1_status,covered
gradient_leakage,unmasked_gradient_baseline,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).visibility",gpu
gradient_leakage,unmasked_gradient_baseline,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).contains_plaintext",False
gradient_leakage,unmasked_gradient_baseline,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).leakage_risk",medium
gradient_leakage,unmasked_gradient_baseline,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).mitigation",Right-mask N_in / N_out; fresh per call recommended.
gradient_leakage,unmasked_gradient_baseline,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).stage_7_1_status",covered
gradient_leakage,fixed_masks_fixed_u,private_input_X.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,private_input_X.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,private_input_X.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,private_input_X.mitigation,Right-mask + optional input pad before backward.
gradient_leakage,fixed_masks_fixed_u,private_input_X.stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,private_target_Y.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,private_target_Y.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,private_target_Y.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,private_target_Y.mitigation,Stays trusted; loss G = dL/dY computed inside trusted side.
gradient_leakage,fixed_masks_fixed_u,private_target_Y.stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,adapter_A / adapter_B.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,adapter_A / adapter_B.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,adapter_A / adapter_B.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,adapter_A / adapter_B.mitigation,Adapter masked by A_tilde / B_tilde; fresh U per call.
gradient_leakage,fixed_masks_fixed_u,adapter_A / adapter_B.stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,grad_A / grad_B (plain).visibility,trusted
gradient_leakage,fixed_masks_fixed_u,grad_A / grad_B (plain).contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,grad_A / grad_B (plain).leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,grad_A / grad_B (plain).mitigation,Recovered only on trusted side after multiplying by N_in^{-T} / U^{-T} / N_out^T.
gradient_leakage,fixed_masks_fixed_u,grad_A / grad_B (plain).stage_7_1_status,trusted
gradient_leakage,fixed_masks_fixed_u,G (plain upstream gradient).visibility,trusted
gradient_leakage,fixed_masks_fixed_u,G (plain upstream gradient).contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,G (plain upstream gradient).leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,G (plain upstream gradient).mitigation,Computed from trusted Y_recovered and Y_target.
gradient_leakage,fixed_masks_fixed_u,G (plain upstream gradient).stage_7_1_status,trusted_loss
gradient_leakage,fixed_masks_fixed_u,G_tilde (masked upstream gradient).visibility,gpu
gradient_leakage,fixed_masks_fixed_u,G_tilde (masked upstream gradient).contains_plaintext,False
gradient_leakage,fixed_masks_fixed_u,G_tilde (masked upstream gradient).leakage_risk,medium
gradient_leakage,fixed_masks_fixed_u,G_tilde (masked upstream gradient).mitigation,G_tilde = G N_out^{-T}; fresh N_out per call.
gradient_leakage,fixed_masks_fixed_u,G_tilde (masked upstream gradient).stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,grad_A_tilde / grad_B_tilde.visibility,gpu
gradient_leakage,fixed_masks_fixed_u,grad_A_tilde / grad_B_tilde.contains_plaintext,False
gradient_leakage,fixed_masks_fixed_u,grad_A_tilde / grad_B_tilde.leakage_risk,medium
gradient_leakage,fixed_masks_fixed_u,grad_A_tilde / grad_B_tilde.mitigation,Masked by U / N_in / N_out; fresh U per call.
gradient_leakage,fixed_masks_fixed_u,grad_A_tilde / grad_B_tilde.stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,X_tilde A_tilde (intermediate).visibility,gpu
gradient_leakage,fixed_masks_fixed_u,X_tilde A_tilde (intermediate).contains_plaintext,False
gradient_leakage,fixed_masks_fixed_u,X_tilde A_tilde (intermediate).leakage_risk,medium
gradient_leakage,fixed_masks_fixed_u,X_tilde A_tilde (intermediate).mitigation,Lives in the rank space of U; recovered grad_A / grad_B never surfaced on GPU.
gradient_leakage,fixed_masks_fixed_u,X_tilde A_tilde (intermediate).stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).stage_7_1_status",trusted_optimizer
gradient_leakage,fixed_masks_fixed_u,masks N_in / N_out / U / pad T_in.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,masks N_in / N_out / U / pad T_in.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,masks N_in / N_out / U / pad T_in.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,masks N_in / N_out / U / pad T_in.mitigation,Sampled inside trusted side; never exported.
gradient_leakage,fixed_masks_fixed_u,masks N_in / N_out / U / pad T_in.stage_7_1_status,covered
gradient_leakage,fixed_masks_fixed_u,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).visibility",gpu
gradient_leakage,fixed_masks_fixed_u,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).contains_plaintext",False
gradient_leakage,fixed_masks_fixed_u,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).leakage_risk",medium
gradient_leakage,fixed_masks_fixed_u,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).mitigation",Right-mask N_in / N_out; fresh per call recommended.
gradient_leakage,fixed_masks_fixed_u,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).stage_7_1_status",covered
gradient_leakage,fresh_u_only,private_input_X.visibility,trusted
gradient_leakage,fresh_u_only,private_input_X.contains_plaintext,True
gradient_leakage,fresh_u_only,private_input_X.leakage_risk,low
gradient_leakage,fresh_u_only,private_input_X.mitigation,Right-mask + optional input pad before backward.
gradient_leakage,fresh_u_only,private_input_X.stage_7_1_status,covered
gradient_leakage,fresh_u_only,private_target_Y.visibility,trusted
gradient_leakage,fresh_u_only,private_target_Y.contains_plaintext,True
gradient_leakage,fresh_u_only,private_target_Y.leakage_risk,low
gradient_leakage,fresh_u_only,private_target_Y.mitigation,Stays trusted; loss G = dL/dY computed inside trusted side.
gradient_leakage,fresh_u_only,private_target_Y.stage_7_1_status,covered
gradient_leakage,fresh_u_only,adapter_A / adapter_B.visibility,trusted
gradient_leakage,fresh_u_only,adapter_A / adapter_B.contains_plaintext,True
gradient_leakage,fresh_u_only,adapter_A / adapter_B.leakage_risk,low
gradient_leakage,fresh_u_only,adapter_A / adapter_B.mitigation,Adapter masked by A_tilde / B_tilde; fresh U per call.
gradient_leakage,fresh_u_only,adapter_A / adapter_B.stage_7_1_status,covered
gradient_leakage,fresh_u_only,grad_A / grad_B (plain).visibility,trusted
gradient_leakage,fresh_u_only,grad_A / grad_B (plain).contains_plaintext,True
gradient_leakage,fresh_u_only,grad_A / grad_B (plain).leakage_risk,low
gradient_leakage,fresh_u_only,grad_A / grad_B (plain).mitigation,Recovered only on trusted side after multiplying by N_in^{-T} / U^{-T} / N_out^T.
gradient_leakage,fresh_u_only,grad_A / grad_B (plain).stage_7_1_status,trusted
gradient_leakage,fresh_u_only,G (plain upstream gradient).visibility,trusted
gradient_leakage,fresh_u_only,G (plain upstream gradient).contains_plaintext,True
gradient_leakage,fresh_u_only,G (plain upstream gradient).leakage_risk,low
gradient_leakage,fresh_u_only,G (plain upstream gradient).mitigation,Computed from trusted Y_recovered and Y_target.
gradient_leakage,fresh_u_only,G (plain upstream gradient).stage_7_1_status,trusted_loss
gradient_leakage,fresh_u_only,G_tilde (masked upstream gradient).visibility,gpu
gradient_leakage,fresh_u_only,G_tilde (masked upstream gradient).contains_plaintext,False
gradient_leakage,fresh_u_only,G_tilde (masked upstream gradient).leakage_risk,low
gradient_leakage,fresh_u_only,G_tilde (masked upstream gradient).mitigation,G_tilde = G N_out^{-T}; fresh N_out per call.
gradient_leakage,fresh_u_only,G_tilde (masked upstream gradient).stage_7_1_status,covered
gradient_leakage,fresh_u_only,grad_A_tilde / grad_B_tilde.visibility,gpu
gradient_leakage,fresh_u_only,grad_A_tilde / grad_B_tilde.contains_plaintext,False
gradient_leakage,fresh_u_only,grad_A_tilde / grad_B_tilde.leakage_risk,low
gradient_leakage,fresh_u_only,grad_A_tilde / grad_B_tilde.mitigation,Masked by U / N_in / N_out; fresh U per call.
gradient_leakage,fresh_u_only,grad_A_tilde / grad_B_tilde.stage_7_1_status,covered
gradient_leakage,fresh_u_only,X_tilde A_tilde (intermediate).visibility,gpu
gradient_leakage,fresh_u_only,X_tilde A_tilde (intermediate).contains_plaintext,False
gradient_leakage,fresh_u_only,X_tilde A_tilde (intermediate).leakage_risk,low
gradient_leakage,fresh_u_only,X_tilde A_tilde (intermediate).mitigation,Lives in the rank space of U; recovered grad_A / grad_B never surfaced on GPU.
gradient_leakage,fresh_u_only,X_tilde A_tilde (intermediate).stage_7_1_status,covered
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).stage_7_1_status",trusted_optimizer
gradient_leakage,fresh_u_only,masks N_in / N_out / U / pad T_in.visibility,trusted
gradient_leakage,fresh_u_only,masks N_in / N_out / U / pad T_in.contains_plaintext,True
gradient_leakage,fresh_u_only,masks N_in / N_out / U / pad T_in.leakage_risk,low
gradient_leakage,fresh_u_only,masks N_in / N_out / U / pad T_in.mitigation,Sampled inside trusted side; never exported.
gradient_leakage,fresh_u_only,masks N_in / N_out / U / pad T_in.stage_7_1_status,covered
gradient_leakage,fresh_u_only,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).visibility",gpu
gradient_leakage,fresh_u_only,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).contains_plaintext",False
gradient_leakage,fresh_u_only,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).leakage_risk",low
gradient_leakage,fresh_u_only,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).mitigation",Right-mask N_in / N_out; fresh per call recommended.
gradient_leakage,fresh_u_only,"X_tilde / Y_tilde (forward, inherited from Stage 7.0).stage_7_1_status",covered
gradient_leakage,fresh_masks_fresh_u,private_input_X.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,private_input_X.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,private_input_X.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,private_input_X.mitigation,Right-mask + optional input pad before backward.
gradient_leakage,fresh_masks_fresh_u,private_input_X.stage_7_1_status,covered
gradient_leakage,fresh_masks_fresh_u,private_target_Y.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,private_target_Y.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,private_target_Y.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,private_target_Y.mitigation,Stays trusted; loss G = dL/dY computed inside trusted side.
gradient_leakage,fresh_masks_fresh_u,private_target_Y.stage_7_1_status,covered
gradient_leakage,fresh_masks_fresh_u,adapter_A / adapter_B.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,adapter_A / adapter_B.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,adapter_A / adapter_B.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,adapter_A / adapter_B.mitigation,Adapter masked by A_tilde / B_tilde; fresh U per call.
gradient_leakage,fresh_masks_fresh_u,adapter_A / adapter_B.stage_7_1_status,covered
gradient_leakage,fresh_masks_fresh_u,grad_A / grad_B (plain).visibility,trusted
gradient_leakage,fresh_masks_fresh_u,grad_A / grad_B (plain).contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,grad_A / grad_B (plain).leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,grad_A / grad_B (plain).mitigation,Recovered only on trusted side after multiplying by N_in^{-T} / U^{-T} / N_out^T.
gradient_leakage,fresh_masks_fresh_u,grad_A / grad_B (plain).stage_7_1_status,trusted
gradient_leakage,fresh_masks_fresh_u,G (plain upstream gradient).visibility,trusted
gradient_leakage,fresh_masks_fresh_u,G (plain upstream gradient).contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,G (plain upstream gradient).leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,G (plain upstream gradient).mitigation,Computed from trusted Y_recovered and Y_target.
gradient_leakage,fresh_masks_fresh_u,G (plain upstream gradient).stage_7_1_status,trusted_loss
gradient_leakage,fresh_masks_fresh_u,G_tilde (masked upstream gradient).visibility,gpu
gradient_leakage,fresh_masks_fresh_u,G_tilde (masked upstream gradient).contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u,G_tilde (masked upstream gradient).leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,G_tilde (masked upstream gradient).mitigation,G_tilde = G N_out^{-T}; fresh N_out per call.
gradient_leakage,fresh_masks_fresh_u,G_tilde (masked upstream gradient).stage_7_1_status,covered
gradient_leakage,fresh_masks_fresh_u,grad_A_tilde / grad_B_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u,grad_A_tilde / grad_B_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u,grad_A_tilde / grad_B_tilde.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,grad_A_tilde / grad_B_tilde.mitigation,Masked by U / N_in / N_out; fresh U per call.
gradient_leakage,fresh_masks_fresh_u,grad_A_tilde / grad_B_tilde.stage_7_1_status,covered
gradient_leakage,fresh_masks_fresh_u,X_tilde A_tilde (intermediate).visibility,gpu
gradient_leakage,fresh_masks_fresh_u,X_tilde A_tilde (intermediate).contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u,X_tilde A_tilde (intermediate).leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,X_tilde A_tilde (intermediate).mitigation,Lives in the rank space of U; recovered grad_A / grad_B never surfaced on GPU.
gradient_leakage,fresh_masks_fresh_u,X_tilde A_tilde (intermediate).stage_7_1_status,covered
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
